,index,title,description,img,cleand_title,location,Specialties,Delivery / Pick-up,Halal Status,Less Sweet,IG,Email,Website
184,247,Cakes and Bakes Sg (Jurong West),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas and more), Brownies, Traditional Desserts, Donuts, Curry Puffs, Roti Kirai, Roll Cakes, Bee Hoon, Tartlets
Cakes and Bakes are well know for their Brownies, Ondeh Ondeh Tartlets, Roti Kirai, Bee Hoon and many more.
Less sweet options availableDeliveryEmail: Cakes_bakessg@hotmail.comIG:
@_cakesandbakes_sgFB: Cakes and Bakes SGCarousell:
@cakesandbakessg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Cakes and Bakes Sg,Jurong West,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas and more), Brownies, Traditional Desserts, Donuts, Curry Puffs, Roti Kirai, Roll Cakes, Bee Hoon, Tartlets",Delivery,No,Yes,@_cakesandbakes_sg,Cakes_bakessg@hotmail.com,
185,248,XueEn Bakes (Boon Keng),"Cakes, Cookies & Biscuits
Baking using only premium ingredients. Healthier option but doesn’t compromise on taste!
Less sweetOrganic raw sugar and premium ingredients onlySelf Pick-upEmail:
Xueenbakes@gmail.comIG: @XueenBakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",XueEn Bakes,Boon Keng,"Cakes, Cookies & Biscuits",Self Pick-up,No,Yes,@XueenBakes,Xueenbakes@gmail.com,
186,249,Sweet Cheatz (Toa Payoh),"Cakes, Cupcakes, Cookies & Biscuits, Brownies
We are contactable most efficiently via IG dm, we have a FB page as well! Orders are placed via clicking the link in our bio and deliveries will be dispatched every Sunday to your doorstep personally by us. Self collection is also available from Saturday evening onwards as bakes are freshly prepared, earliest the day before dispatching goods. This business is started by myself, a Polytechnic student, passionate in baking and wanting to spread love through my bakes because food has always been my love language towards all the people I care for. I want to bring unique sweet treats to people that will leave an unforgettable different taste, compared to what you can get at a retail chain store. The name Sweet Cheatz came about as I live a balanced and active lifestyle. Hence I always feel like all of us should always inculcate a balanced diet not to over control or to have no control in your food consumption. Hence “cheatz” because you can always have a little “cheat treat” whenever you feel like it. Reward yourself and with balance, your diet will sustain. Diet isn’t a phase but a lifestyle because it is what foods you nourish your body with. Hence I hope these treats will put a smile on your face and warm your hearts.
HalalLess sweetDelivery/Self Pick-upWebsite:
https://forms.gle/T9qL6355MzLPNd1u5Email:
26jobakes@gmail.comIG: @Sweet.CheatzFB: Sweet.cheatz","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Sweet Cheatz,Toa Payoh,"Cakes, Cupcakes, Cookies & Biscuits, Brownies",Delivery / Self Pick-up,No,Yes,@Sweet.Cheatz,26jobakes@gmail.com,https://forms.gle/T9qL6355MzLPNd1u5Email:
187,250,one dessert too many (Tampines),"Cakes, Cookies & Biscuits, Pies & Tarts, Traditional Desserts, Bread
Hello! Thanks for supporting my home hobby. I bake with love and high quality ingredients. You can self pick up or pay extra for delivery. Please give me 3 days lead time.
Can make to suit dietary preferenceDelivery/Self Pick-upIG: @Onedesserttoomany","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",one dessert too many,Tampines,"Cakes, Cookies & Biscuits, Pies & Tarts, Traditional Desserts, Bread",Delivery / Self Pick-up,No,No,@Onedesserttoomany,,
188,251,Cookiesark (Hougang Ave 9),"Cookies & Biscuits
We specialise in cookies of various flavours, are contactable via WhatsApp or DM, we offer self collect and delivery islandwide (except Sentosa and Jurong Island)
Less sweetDelivery/Self Pick-upEmail: cookiesarksg@gmail.comIG:
@cookiesark","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Cookiesark,Hougang Ave 9,Cookies & Biscuits,Delivery / Self Pick-up,No,Yes,@cookiesark,cookiesarksg@gmail.com,
189,253,UNCLE HARRY (Tiong Bahru),"Cakes
- About Uncle Harry -One day in the 1990s, Uncle Harry accidentally chanced upon his baking talent and discovered his signature - Orange & Cranberry Chiffon. After 20 over years of HBL (Home Based Learning) in his humble kitchen, Uncle Harry is now WFH (Working from Home) baking Singapore's authentic flavours for you.
Less sweetDelivery/Self Pick-upMobile:
9619 9480FB: Uncle Harry","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",UNCLE HARRY,Tiong Bahru,Cakes,Delivery / Self Pick-up,No,Yes,,,
190,255,caragoesnuts (Holland Village),"Cupcakes, Bread, Pastries, Brownies, Donuts
delivery - $6 (min. order of $30)self-collect - FREE (HOLLAND V. MRT)order via the link in my bio @caragoesnuts on Instagram
Less sweetDelivery/Self Pick-upIG: @caragoesnuts","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",caragoesnuts,Holland Village,"Cupcakes, Bread, Pastries, Brownies, Donuts",Delivery / Self Pick-up,No,Yes,@caragoesnuts,,
191,257,Little K Kartoon Ba’k’ery (Sengkang/Punggol),"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Bread, Pastries, Traditional Desserts, Donuts,
Baking Classes
We love to come up with unique & delicious characters. We conduct baking classes and pre-orders. You may like to follow our FB: little k kartoon ba'k'ery
Delivery/Self Pick-upEmail:
littlekkartoon@gmail.comIG:
@little_k_kartoonFB: Little K Kartoon Ba'k'ery","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Little K Kartoon Ba’k’ery,Sengkang/Punggol,"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Bread, Pastries, Traditional Desserts, Donuts,",Delivery / Self Pick-up,No,No,@little_k_kartoon,littlekkartoon@gmail.com,
192,258,flourpillows (Beauty World),"Cakes, Cookies & Biscuits, Cream Puffs, Macarons
we specialise in cakes perfect for small gatherings or as a birthday surprise, as well as cream puffs, chewy cookies, and more! check out our menu and orders can be made through our instagram page. self-collection and delivery are available. opening promo: $5 islandwide delivery (no minimum spend), free delivery for orders over $30. get in touch with us via DM or email if you have any inquiries!
Less sweetDelivery/Self Pick-upEmail:
flourpillows@gmail.comIG:
@flourpillows","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",flourpillows,Beauty World,"Cakes, Cookies & Biscuits, Cream Puffs, Macarons",Delivery / Self Pick-up,No,Yes,@flourpillows,flourpillows@gmail.com,
193,260,Tiramisu_fix (West),"Cakes, Cupcakes
Our speciality is Tiramisu. We do also cupcakes.
HalalLess sweetDelivery/Self Pick-upEmail:
Tiramisu_fix@gmail.comIG: @Tiramisu_fix","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Tiramisu_fix,West,"Cakes, Cupcakes",Delivery / Self Pick-up,No,Yes,@Tiramisu_fix,Tiramisu_fix@gmail.com,
194,261,Labbit Kitchen (Yishun),"Cookies & Biscuits, Brownies, Meringue
Located at Yishun :: Brownie, sugar cookie, meringue, scones
Less sweetDelivery/Self Pick-upTelegram: @labbitkitchenEmail:
Labbitkitchen@hotmail.comIG:
@labbitkitchenFB: Labbit Kitchen","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Labbit Kitchen,Yishun,"Cookies & Biscuits, Brownies, Meringue",Delivery / Self Pick-up,No,Yes,@labbitkitchen,Labbitkitchen@hotmail.com,
195,263,bakewithpb (Jurong East),"Cakes, Cupcakes, Cookies & Biscuits, Bread, Brownies
Just a baker who would like to spread love and joy through these treats, especially during this trying period. I bake brownies, banana bread/ muffins, cookie, cinnamon rolls, roti boy coffee buns and bread!
Less sweetDelivery/Self Pick-upEmail:
denisequekxy@gmail.comIG: @bakewithpb","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",bakewithpb,Jurong East,"Cakes, Cupcakes, Cookies & Biscuits, Bread, Brownies",Delivery / Self Pick-up,No,Yes,@bakewithpb,denisequekxy@gmail.com,
196,264,Butter Lab (Tanjong Pagar),"Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year, Festive Baked Goods - Christmas, Brownies
We are self-taught young bakers who are also dessert lovers, dedicating to serve the best sweet treats with natural and the best ingredients!
Orders can be made via our Instagram @butterlabsg or email at butterlabsg@gmail.com
Delivery rates:Standard $10West / East / North Zone $15*For orders above $50, delivery is free.Self-Collection can be made at Tanjong Pagar.
Delivery/Self Pick-upEmail:
butterlabsg@gmail.comIG:
@butterlabsg","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Butter Lab,Tanjong Pagar,"Cupcakes, Cookies & Biscuits, Pies & Tarts, Pastries, Festive Baked Goods (Chinese New Year, Festive Baked Goods - Christmas, Brownies",Delivery / Self Pick-up,No,No,@butterlabsg,butterlabsg@gmail.com,
197,265,Cookies Colony (Serangoon),"Cookies & Biscuits, Pastries, Festive Baked Goods (Chinese New Year,
Christmas and more), Butter Cookies
At Cookies Colony, we believe in spreading joy through yummy cookies.
We know how a good cookie is able to kickstart a wonderful day. What's more, it cheers you up when you are feeling down.
Now, enjoy our bite-sized happiness and grab yours today!
Delivery & self-collection availableSimply head over to our website at http://www.cookiescolony or drop us a DM on Instagram or Facebook @CookiesColony
Less sweetDelivery/Self Pick-upWebsite: www.cookiescolony.sgEmail:
Cookiescolony@gmail.comIG:
@CookiescolonyFB:
Cookies Colony","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Cookies Colony,Serangoon,"Cookies & Biscuits, Pastries, Festive Baked Goods (Chinese New Year,",Delivery / Self Pick-up,No,Yes,@Cookiescolony,Cookiescolony@gmail.com,http://www.cookiescolony
198,266,TwentyLayers (Hougang),"Cakes, Mille Crepes
TwentyLayers is a passion project of a home baker, which specializes in bespoke and classic mille crepes based off of experiences.
Self collection is at HougangIslandwide delivery is chargeable at $10
To place orders simply do any of the following:Instagram: @twentylayers.sg via DMEmail: twentylayers.sg@gmail.comCall or WhatsApp: 98296963
Not halal certified but no animal or pork products usedDelivery/Self Pick-up","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",TwentyLayers,Hougang,"Cakes, Mille Crepes",Delivery / Self Pick-up,Yes,No,@twentylayers.sg,twentylayers.sg@gmail.com,
199,267,Flour Chronicles (West),"Bread, Pastries, Brownies, Donuts
Specialise in cinnamon rolls. open to baking other pastries in time to come. both contactless & self pickup available.
HalalGluten-free optionsDelivery/Self Pick-upIG:
@flourchronicles","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Flour Chronicles,West,"Bread, Pastries, Brownies, Donuts",Delivery / Self Pick-up,No,No,@flourchronicles,,
200,268,Bread & Butter (Yio Chu Kang),"Cookies & Biscuits, Chocolate Confections, Bread, Pastries, Brownies
Bread & Butter — Homecrafted bakes in small batches. Using only premium and fresh ingredients, all our bakes are free of preservatives. Your support means the world to us, and we hope you'll enjoy eating our bakes as much as we enjoyed baking them ❤️
Our bakes are currently delivered every Thursday (order cut off on Tuesdays) and are available for delivery or self collection :)
Delivery/Self Pick-upEmail:
breadandbutterbyxy@gmail.comIG: @breadandbutterbyxy","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Bread & Butter,Yio Chu Kang,"Cookies & Biscuits, Chocolate Confections, Bread, Pastries, Brownies",Delivery / Self Pick-up,No,No,@breadandbutterbyxy,breadandbutterbyxy@gmail.com,
201,269,Satu Cinta Cookies (West),"Cookies & Biscuits, Festive Baked Goods (Ramadan, Chinese New Year and more)
❤ Inspired Carribbean Bakes 🇸🇬💚 Bite sized Traditional Cookies💛 💯 Muslim Owned & Halal BakesWSQ Certified
Vegan options availableHalaLess sweetDelivery/Self Pick-upIG:
@satucinta_sgFB:
SatuCintaCookies","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Satu Cinta Cookies,West,"Cookies & Biscuits, Festive Baked Goods (Ramadan, Chinese New Year and more)",Delivery / Self Pick-up,Yes,Yes,@satucinta_sg,,
202,270,Edible Fun (Flora Road),"Cookies & Biscuits, Festive Baked Goods (Ramadan, Chinese New Year, Christmas and more)
Customised cookies for all events! We have decorated cookies to impress your guests as well as Decorate Your Own Cookie Kits and Paint Your Own Cookie Kits to entertain your guests!
Delivery (unless specific dates are needed):- East Side: Friday and Saturdays- West Side: Sunday and Monday Self collection:- Flora Road: Monday to Friday- Choa Chu Kang: most Sunday
To order, message us with the following details:- Name and Contact details- Designs needed (send us photos or descriptions!)- Flavor- Date- Self Collect /Delivery
Vegan options availableLess sweet
Delivery/Self Pick-upEmail:
Ediblefun@hotmail.comIG: @ediblefunsgFB: Edible FunCarousell:
@ediblefun","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Edible Fun,Flora Road,"Cookies & Biscuits, Festive Baked Goods (Ramadan, Chinese New Year, Christmas and more)",Delivery / Self Pick-up,No,Yes,@ediblefunsg,Ediblefun@hotmail.com,
203,271,y.ummybitz (Tampines West),"Pies & Tarts
freshly baked nutella tartsin boxes of 42pc & 25pc42pc - $1825pc - $10
HalalSelf Pick-upIG: @y.ummybitz","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",y.ummybitz,Tampines West,Pies & Tarts,Self Pick-up,No,No,@y.ummybitz,,
204,273,Nabila Delights (Pasir Ris),"Cakes, Cupcakes, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas and more),
Brownies, Blossoms, Macarons, Creme Brulee, Chocolate Mousse
We bake to order customised birthday cake/cupcakes, wedding cake and desserts for any occasions.
HalalDelivery/Self Pick-upEmail:
nabiladelights@gmail.comIG: @nabiladelightsFB:
Nabila Delights","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Nabila Delights,Pasir Ris,"Cakes, Cupcakes, Pies & Tarts, Pastries, Festive Baked Goods (Ramadan, Chinese New Year, Christmas and more),",Delivery / Self Pick-up,No,No,@nabiladelights,nabiladelights@gmail.com,
205,274,Pink Kitchen Delicacy (Telok Blangah Heights),"Cookies & Biscuits, Festive Baked Goods (Ramadan), Traditional Malay/Muslim cakes
We bake traditional and modern Malay / Muslim cookies and cake.We are always open for orders. Self-collection is at Telok Blangah and delivery is $15 (island-wide).
People can add our Instagram or FB page - Pink Kitchen Delicacy or drop us a Whatsapp at 91462783 / 91797132.
HalalDelivery/Self Pick-upWhatsapp:
91462783 / 91797132IG: @Pink_Kitchen_DelicacyFB:
Pink Kitchen Delicacy","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Pink Kitchen Delicacy,Telok Blangah Heights,"Cookies & Biscuits, Festive Baked Goods (Ramadan), Traditional Malay/Muslim cakes",Delivery / Self Pick-up,No,No,@Pink_Kitchen_Delicacy,,
206,276,Mrs Png's Pasteries (Yishun),"Cakes,
Cookies & Biscuits, Festive Baked Goods (Chinese New Year)
To Order DM Mrs Png's Pasteries.Orders above $65 free delivery, otherwise delivery fee $6 applies.Self-collection at Yishun
Less SweetDelivery/Self Pick-upIG: @mrspng_pastriesFB: Mr Png's Pastries","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Mrs Png's Pasteries,Yishun,"Cakes,",Delivery / Self Pick-up,No,Yes,@mrspng_pastries,,
207,277,Ettybakes SG (Choa Chu Kang),"Cakes, Brownies
Mother and Daughter Duo planning to rule the world, one brownie at a time!♥️ Specialized in premium rich brownies🍰 Customized cakes & desserts ✏DM for purchase or enquires
🚙 Islandwide Delivery / Self-collectionJune Promo: Islandwide Delivery to each location at only $4.90 (U.P. $10)
Self-collection from S680353
Less SweetDelivery/Self Pick-upIG: @ettybakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Ettybakes SG,Choa Chu Kang,"Cakes, Brownies",Delivery / Self Pick-up,No,Yes,@ettybakes,,
208,278,Yixuanyums (Holland Village),"Cookies & Biscuits, Pies & Tarts
Treat yourself with some yums dessert, promise it’s worth every calorie!
Delivery/Self Pick-upIG: @yixuanyums","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Yixuanyums,Holland Village,"Cookies & Biscuits, Pies & Tarts",Delivery / Self Pick-up,No,No,@yixuanyums,,
209,279,Cookie Jumbo (Bukit Batok),"Cookies & Biscuits
A mouthwatering JUMBO sized chocolate chip cookie. each cookie contains about 230g of buttery fragrance and chocolaty goodness made from quality ingredients. DM me to find out more!
Self Pick-upEmail:
officialcookiejumbo@gmail.comWebsite:
www.cookiejumbo.comIG: @cookie_jumboFB: Cookie Jumbo","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Cookie Jumbo,Bukit Batok,Cookies & Biscuits,Self Pick-up,No,No,@cookie_jumbo,officialcookiejumbo@gmail.comsite,www.cookiejumbo.com:
210,280,Bakes Over Me (Yishun),"Cookies & Biscuits, Chocolate Confections, Pancakes Box, Tiramisu, Brookies, Muah Chee, Chocolate Truffles
Specializes in boxed desserts. New creation of panxdora (pancake box that resembles cakes in a box). Delivery fees range from $4 to $8. DM at least 2 days in advance. Pick up available in Yishun area
Delivery/Self Pick-upEmail:
bakesoverme@gmail.comIG: @bakesoverme","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Bakes Over Me,Yishun,"Cookies & Biscuits, Chocolate Confections, Pancakes Box, Tiramisu, Brookies, Muah Chee, Chocolate Truffles",Delivery / Self Pick-up,No,No,@bakesoverme,bakesoverme@gmail.com,
211,281,Freestyle Bakers SG (Indus Road),"Cakes, Popiah Crispee
Hi. We are at Freestyle Bakers SG would like to introduce our Moist Chocolate Cake and Popiah Crispee.
Our Moist Chocolate Cake is steam till moist. Top with chocolate ganache or cream cheese. Basic toppings are chocolate rice or colour rice. We also have extra toppings like kinder bueno, kit kat or oreo at an extra price. Our cakes come in baby tubs size, love tub or square tubs.
Our other favourite is Popiah Crispee. A modern twist of kueh layang2. Fried till crispy. Then coated with Just Sugar or Salted egg with Cilipadi or Cereal with Cilipadi or Spicy Cheese. Comes in a small bottle.
Our delivery charge is $10 islandwide. Self-collect is also available. All orders to be confirmed 1 week in advance
HalalDelivery/Self Pick-upEmail:
Rohanijelsni@gmail.comFB:
Freestyle Bakers - SG","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Freestyle Bakers SG,Indus Road,"Cakes, Popiah Crispee",Delivery / Self Pick-up,No,No,,Rohanijelsni@gmail.com,
212,282,Celita Cakes (Lakeside),"Cakes, Birthday Cakes, Wedding Cakes, Cupcakes, Festive Baked Goods (Chinese New Year,
Christmas), Fondant Cake Toppers
Hello customers,

I am specialized in fondant design custom cake (buttercream decor can be arrange too). I only uses the best ingredients and homemade fillings for my cake. I believe that while the good presentation of the cake is important in every celebration, the taste of the cake cannot be ignored too.
So if you are after premium taste and great looking cake, that’s what i deliver to you! 😉
Contact me: 98956349 (Whatsapp only)A minimum notice of 1 week, I do not take last minute order.Cake price starts from $80 excluding delivery.Delivery additional $16, island-wide.Self pick-up from Jurong West Street 52.
Less SweetDelivery/Self Pick-upEmail:
celitaSG@yahoo.comIG: @celitacakes.sgFB: Celita Cakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Celita Cakes,Lakeside,"Cakes, Birthday Cakes, Wedding Cakes, Cupcakes, Festive Baked Goods (Chinese New Year,",Delivery / Self Pick-up,No,Yes,@celitacakes.sg,celitaSG@yahoo.com,
213,283,Tea Party Cakes (Pasir Ris),"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Chinese New Year)
Cakes and Cookies suitable for tea parties- Mini butter cakes (plain, lemon, orange, matcha, chocolate)- Scones- Cookies Pick-up or delivery
Delivery/Self Pick-upEmail:
teapartiessg@gmail.comIG: @teapartycakes_sgFB: Tea Party Cakes","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Tea Party Cakes,Pasir Ris,"Cakes, Cupcakes, Cookies & Biscuits, Pies & Tarts, Festive Baked Goods (Chinese New Year)",Delivery / Self Pick-up,No,No,@teapartycakes_sg,teapartiessg@gmail.com,
214,284,Yani's Cookies (Punggol Drive),"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Festive Baked Goods Ramadan, Chinese New Year, Christmas and more, Brownies
💯Freshly baked upon order🍪Lactation Cookies🍪Normal Cookies🍰Lactation Brownies🍰Brownies🧁Cuppy Brownie🎉Goodies🚚Delivery: Punggol and Sengkang $5, others $10.🏠Self-collection: From my unit at Punggol Dr only
HalalLess SweetDelivery/Self Pick-upWebsite:
Yaniscookies.comEmail:
Yaniscookies66@gmail.comIG: @yaniscookiesFB:
Yani's CookiesCarousell:
@yanis_cookies","https://static.wixstatic.com/media/fad52e_0d845a717d3e4a348ba190cf015385f4~mv2.png/v1/crop/x_259,y_259,w_981,h_981/fill/w_215,h_215,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Green%20and%20White%20Tea%20and%20Cakes%20Logo.png",Yani's Cookies,Punggol Drive,"Cakes, Cupcakes, Cookies & Biscuits, Chocolate Confections, Festive Baked Goods Ramadan, Chinese New Year, Christmas and more, Brownies",Delivery / Self Pick-up,No,Yes,@yaniscookies,Yaniscookies66@gmail.com,
